list-none-m,1,1000,1,3000,6996636,2332,53
list-none-m,2,1000,1,6000,31303222,5217,7534
list-none-m,4,1000,1,12000,122619867,10218,44530
list-none-m,8,1000,1,24000,492838267,20534,199495
list-none-m,12,1000,1,36000,923158507,25643,378808
list-none-m,16,1000,1,48000,1702997637,35479,670163
list-none-m,24,1000,1,72000,3068880020,42623,1074619
list-none-s,1,1000,1,3000,6963822,2321,45
list-none-s,2,1000,1,6000,24940747,4156,6181
list-none-s,4,1000,1,12000,114844392,9570,41209
list-none-s,8,1000,1,24000,586319353,24429,255539
list-none-s,12,1000,1,36000,1502403106,41733,677400
list-none-s,16,1000,1,48000,1983751214,41328,803058
list-none-s,24,1000,1,72000,6362532898,88368,2799858
list-id-none,1,1,4,3,234483,78161,52
list-id-none,4,1,4,12,340406,28367,58
list-id-none,8,1,4,24,486107,20254,54
list-id-none,12,1,4,36,1734398,48177,56
list-id-none,16,1,4,48,797909,16623,54
list-id-none,1,2,4,6,267340,44556,45
list-id-none,16,2,4,96,637467,6640,44
list-id-none,1,4,4,12,243518,20293,43
list-id-none,4,4,4,48,334641,6971,53
list-id-none,8,4,4,96,513019,5343,44
list-id-none,12,4,4,144,685112,4757,64
list-id-none,16,4,4,192,680180,3542,49
list-id-none,1,8,4,24,238482,9936,34
list-id-none,1,16,4,48,294468,6134,30
list-id-m,1,10,4,30,335087,11169,116
list-id-m,4,10,4,120,690806,5756,9820
list-id-m,8,10,4,240,795133,3313,12034
list-id-m,12,10,4,360,1434777,3985,33058
list-id-m,16,10,4,480,1898594,3955,43117
list-id-m,1,20,4,60,348969,5816,96
list-id-m,4,20,4,240,809203,3371,7478
list-id-m,8,20,4,480,1024949,2135,12398
list-id-m,12,20,4,720,1748507,2428,26464
list-id-m,16,20,4,960,2465225,2567,37675
list-id-m,1,40,4,120,356256,2968,52
list-id-m,4,40,4,480,1227128,2556,7003
list-id-m,8,40,4,960,8366621,8715,31833
list-id-m,12,40,4,1440,5615456,3899,49093
list-id-m,16,40,4,1920,7733057,4027,69003
list-id-m,1,80,4,240,402040,1675,45
list-id-m,4,80,4,960,2117661,2205,7412
list-id-m,8,80,4,1920,5809782,3025,27722
list-id-m,12,80,4,2880,10822152,3757,51252
list-id-m,16,80,4,3840,20634928,5373,104021
list-id-s,1,10,4,30,338509,11283,56
list-id-s,4,10,4,120,379194,3159,2348
list-id-s,8,10,4,240,530847,2211,8965
list-id-s,12,10,4,360,703314,1953,13159
list-id-s,16,10,4,480,1024117,2133,16354
list-id-s,1,20,4,60,281488,4691,40
list-id-s,4,20,4,240,543094,2262,4770
list-id-s,8,20,4,480,1093800,2278,13601
list-id-s,12,20,4,720,12313153,17101,223388
list-id-s,16,20,4,960,23942790,24940,448718
list-id-s,1,40,4,120,324460,2703,37
list-id-s,4,40,4,480,958446,1996,6414
list-id-s,8,40,4,960,2076008,2162,17811
list-id-s,12,40,4,1440,4067027,2824,39343
list-id-s,16,40,4,1920,59960161,31229,637992
list-id-s,1,80,4,240,487934,2033,36
list-id-s,4,80,4,960,1843639,1920,7211
list-id-s,8,80,4,1920,6547338,3410,32433
list-id-s,12,80,4,2880,13480546,4680,67335
list-id-s,16,80,4,3840,38237760,9957,186847
list-none-m,1,1000,4,3000,4139491,1379,38
list-none-m,2,1000,4,6000,34380538,5730,8541
list-none-m,4,1000,4,12000,128223684,10685,47774
list-none-m,8,1000,4,24000,468335646,19513,197487
list-none-m,12,1000,4,36000,986969465,27415,409270
list-none-m,1,1000,8,3000,7021929,2340,54
list-none-m,2,1000,8,6000,27369745,4561,6721
list-none-m,4,1000,8,12000,121290847,10107,44318
list-none-m,8,1000,8,24000,414901016,17287,156221
list-none-m,12,1000,8,36000,981202923,27255,412027
list-none-m,1,1000,16,3000,4156436,1385,41
list-none-m,2,1000,16,6000,28017736,4669,6865
list-none-m,4,1000,16,12000,104677271,8723,36360
list-none-m,8,1000,16,24000,465275632,19386,184312
list-none-m,12,1000,16,36000,948332913,26342,388523
list-none-s,1,1000,4,3000,6944249,2314,45
list-none-s,2,1000,4,6000,26623317,4437,6603
list-none-s,4,1000,4,12000,118183399,9848,44346
list-none-s,8,1000,4,24000,542647880,22610,228796
list-none-s,12,1000,4,36000,1241251408,34479,521319
list-none-s,1,1000,8,3000,5901605,1967,41
list-none-s,2,1000,8,6000,26907488,4484,6647
list-none-s,4,1000,8,12000,99349371,8279,34789
list-none-s,8,1000,8,24000,561239361,23384,237685
list-none-s,12,1000,8,36000,1513302481,42036,680200
list-none-s,1,1000,16,3000,4116050,1372,35
list-none-s,2,1000,16,6000,19492270,3248,3842
list-none-s,4,1000,16,12000,104270544,8689,38358
list-none-s,8,1000,16,24000,508555083,21189,209846
list-none-s,12,1000,16,36000,1480454048,41123,659652
